t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
5205,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5220,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5235,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5250,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5265,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5280,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5295,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5310,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5325,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5340,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5355,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5370,True,336.253,97.787,0.000,125.792,-0.000,28.005,False,0.000,0.980,14.835,0.000,225.58,74.89,40.31,0.00,0.00,0.0000,999.00000000,0.00000000
5385,True,335.459,97.855,0.000,125.860,-0.000,28.005,False,0.000,0.980,14.833,0.000,225.55,74.14,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5400,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5415,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5430,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5445,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5460,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5475,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5490,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5505,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5520,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5535,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5550,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5565,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5580,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5595,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5610,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5625,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5640,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5655,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5670,True,334.550,97.855,0.000,124.951,-0.000,27.096,False,0.000,0.980,14.833,0.000,225.55,73.21,40.30,0.00,0.00,0.0000,999.00000000,0.00000000
5685,True,335.321,97.127,0.000,124.223,-0.000,27.096,False,0.000,0.981,14.828,0.000,225.47,74.07,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5700,True,335.984,97.127,0.000,124.886,-0.000,27.759,False,0.000,0.980,14.828,0.000,225.47,74.75,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5715,True,335.983,97.127,0.000,124.885,-0.000,27.758,False,0.000,0.980,14.828,0.000,225.47,74.75,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5730,True,335.983,97.127,0.000,124.885,-0.000,27.758,False,0.000,0.980,14.828,0.000,225.47,74.75,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5745,True,335.983,97.127,0.000,124.885,-0.000,27.758,False,0.000,0.980,14.828,0.000,225.47,74.75,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5760,True,335.983,97.127,0.000,124.885,-0.000,27.758,False,0.000,0.980,14.828,0.000,225.47,74.75,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5775,True,335.983,97.127,0.000,124.885,-0.000,27.758,False,0.000,0.980,14.828,0.000,225.47,74.75,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5790,True,335.975,97.127,0.000,124.877,-0.000,27.750,False,0.000,0.980,14.828,0.000,225.47,74.74,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5805,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5820,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5835,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5850,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5865,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5880,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5895,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5910,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5925,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5940,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5955,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5970,True,335.967,97.127,0.000,124.869,-0.000,27.742,False,0.000,0.980,14.828,0.000,225.47,74.73,40.28,0.00,0.00,0.0000,999.00000000,0.00000000
5985,True,335.062,97.050,0.000,124.792,-0.000,27.742,False,0.000,0.980,14.818,0.000,225.30,74.02,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6000,True,335.670,97.050,0.000,125.400,-0.000,28.350,False,0.000,0.980,14.818,0.000,225.30,74.64,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6015,True,335.657,97.050,0.000,125.387,-0.000,28.337,False,0.000,0.980,14.818,0.000,225.30,74.63,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6030,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6045,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6060,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6075,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6090,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6105,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6120,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6135,True,335.647,97.050,0.000,125.377,-0.000,28.327,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6150,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6165,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6180,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6195,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6210,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6225,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6240,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6255,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6270,True,335.638,97.050,0.000,125.368,-0.000,28.318,False,0.000,0.980,14.818,0.000,225.30,74.61,40.24,0.00,0.00,0.0000,999.00000000,0.00000000
6285,True,336.911,97.789,0.000,126.107,-0.000,28.318,False,0.000,0.980,14.888,0.000,226.46,74.49,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6300,True,337.348,97.789,0.000,126.544,-0.000,28.755,False,0.000,0.980,14.888,0.000,226.46,74.93,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6315,True,337.339,97.789,0.000,126.535,-0.000,28.746,False,0.000,0.980,14.888,0.000,226.46,74.92,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6330,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6345,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6360,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6375,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6390,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6405,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6420,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6435,True,337.318,97.789,0.000,126.514,-0.000,28.725,False,0.000,0.980,14.888,0.000,226.46,74.90,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6450,True,337.306,97.789,0.000,126.502,-0.000,28.713,False,0.000,0.980,14.888,0.000,226.46,74.89,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6465,True,337.306,97.789,0.000,126.502,-0.000,28.713,False,0.000,0.980,14.888,0.000,226.46,74.89,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6480,True,337.306,97.789,0.000,126.502,-0.000,28.713,False,0.000,0.980,14.888,0.000,226.46,74.89,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6495,True,337.293,97.789,0.000,126.489,-0.000,28.700,False,0.000,0.980,14.888,0.000,226.46,74.88,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6510,True,337.293,97.789,0.000,126.489,-0.000,28.700,False,0.000,0.980,14.888,0.000,226.46,74.88,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6525,True,337.292,97.789,0.000,126.488,-0.000,28.699,False,0.000,0.980,14.888,0.000,226.46,74.88,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6540,True,337.290,97.789,0.000,126.486,-0.000,28.697,False,0.000,0.980,14.888,0.000,226.46,74.87,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6555,True,337.275,97.789,0.000,126.471,-0.000,28.682,False,0.000,0.980,14.888,0.000,226.46,74.86,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6570,True,337.273,97.789,0.000,126.469,-0.000,28.680,False,0.000,0.980,14.888,0.000,226.46,74.86,40.52,0.00,0.00,0.0000,999.00000000,0.00000000
6585,True,336.960,97.580,0.000,126.260,-0.000,28.680,False,0.000,0.980,14.889,0.000,226.49,74.50,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6600,True,336.049,97.580,0.000,125.349,-0.000,27.769,False,0.000,0.980,14.889,0.000,226.49,73.58,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6615,True,336.050,97.580,0.000,125.350,-0.000,27.770,False,0.000,0.980,14.889,0.000,226.49,73.58,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6630,True,336.050,97.580,0.000,125.350,-0.000,27.770,False,0.000,0.980,14.889,0.000,226.49,73.58,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6645,True,336.043,97.580,0.000,125.343,-0.000,27.763,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6660,True,336.043,97.580,0.000,125.343,-0.000,27.763,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6675,True,336.043,97.580,0.000,125.343,-0.000,27.763,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6690,True,336.043,97.580,0.000,125.343,-0.000,27.763,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6705,True,336.043,97.580,0.000,125.343,-0.000,27.763,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6720,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6735,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6750,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6765,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6780,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6795,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6810,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6825,True,336.037,97.580,0.000,125.337,-0.000,27.757,False,0.000,0.980,14.889,0.000,226.49,73.57,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6840,True,336.022,97.580,0.000,125.322,-0.000,27.742,False,0.000,0.980,14.889,0.000,226.49,73.55,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6855,True,336.007,97.580,0.000,125.307,-0.000,27.727,False,0.000,0.980,14.889,0.000,226.49,73.53,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6870,True,336.007,97.580,0.000,125.307,-0.000,27.727,False,0.000,0.980,14.889,0.000,226.49,73.53,40.53,0.00,0.00,0.0000,999.00000000,0.00000000
6885,True,333.919,96.901,0.000,124.628,-0.000,27.727,False,0.000,0.980,14.775,0.000,224.59,73.74,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6900,True,333.800,96.901,0.000,124.509,-0.000,27.608,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6915,True,333.800,96.901,0.000,124.509,-0.000,27.608,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6930,True,333.800,96.901,0.000,124.509,-0.000,27.608,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6945,True,333.800,96.901,0.000,124.509,-0.000,27.608,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6960,True,333.800,96.901,0.000,124.509,-0.000,27.608,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6975,True,333.800,96.901,0.000,124.509,-0.000,27.608,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
6990,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7005,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7020,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7035,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7050,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7065,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7080,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7095,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7110,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7125,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7140,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7155,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7170,True,333.792,96.901,0.000,124.501,-0.000,27.600,False,0.000,0.981,14.775,0.000,224.59,73.62,40.06,0.00,0.00,0.0000,999.00000000,0.00000000
7185,True,334.614,96.848,0.000,124.448,-0.000,27.600,False,0.000,0.980,14.801,0.000,225.02,73.91,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7200,True,334.927,96.848,0.000,124.761,-0.000,27.913,False,0.000,0.980,14.801,0.000,225.02,74.23,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7215,True,334.925,96.848,0.000,124.759,-0.000,27.911,False,0.000,0.980,14.801,0.000,225.02,74.22,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7230,True,334.925,96.848,0.000,124.759,-0.000,27.911,False,0.000,0.980,14.801,0.000,225.02,74.22,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7245,True,334.925,96.848,0.000,124.759,-0.000,27.911,False,0.000,0.980,14.801,0.000,225.02,74.22,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7260,True,334.925,96.848,0.000,124.759,-0.000,27.911,False,0.000,0.980,14.801,0.000,225.02,74.22,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7275,True,334.925,96.848,0.000,124.759,-0.000,27.911,False,0.000,0.980,14.801,0.000,225.02,74.22,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7290,True,334.925,96.848,0.000,124.759,-0.000,27.911,False,0.000,0.980,14.801,0.000,225.02,74.22,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7305,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7320,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7335,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7350,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7365,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7380,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7395,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7410,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7425,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7440,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7455,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7470,True,334.900,96.848,0.000,124.734,-0.000,27.886,False,0.000,0.980,14.801,0.000,225.02,74.20,40.17,0.00,0.00,0.0000,999.00000000,0.00000000
7485,True,334.580,96.960,0.000,124.846,-0.000,27.886,False,0.000,0.980,14.800,0.000,225.00,73.91,40.16,0.00,0.00,0.0000,999.00000000,0.00000000
