# file...... weather.csv
# date...... Sun May 28 15:53:34 2023
# user...... leaf
# host...... (null)
# target.... climate 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,temperature,humidity,solar_flux
2013-07-01 00:46:00 PDT,+85.4716,+0.2618,+0
2013-07-01 00:47:00 PDT,+85.4716,+0.2618,+0
2013-07-01 00:48:00 PDT,+85.4716,+0.2618,+0
2013-07-01 00:49:00 PDT,+85.4716,+0.2618,+0
2013-07-01 00:50:00 PDT,+85.2902,+0.2647,+0
2013-07-01 00:51:00 PDT,+85.2902,+0.2647,+0
2013-07-01 00:52:00 PDT,+85.2902,+0.2647,+0
2013-07-01 00:53:00 PDT,+85.2902,+0.2647,+0
2013-07-01 00:54:00 PDT,+85.2902,+0.2647,+0
2013-07-01 00:55:00 PDT,+85.1064,+0.2675,+0
2013-07-01 00:56:00 PDT,+85.1064,+0.2675,+0
2013-07-01 00:57:00 PDT,+85.1064,+0.2675,+0
2013-07-01 00:58:00 PDT,+85.1064,+0.2675,+0
2013-07-01 00:59:00 PDT,+85.1064,+0.2675,+0
2013-07-01 01:00:00 PDT,+84.92,+0.27,+0
2013-07-01 01:01:00 PDT,+84.92,+0.27,+0
2013-07-01 01:02:00 PDT,+84.92,+0.27,+0
2013-07-01 01:03:00 PDT,+84.92,+0.27,+0
2013-07-01 01:04:00 PDT,+84.92,+0.27,+0
2013-07-01 01:05:00 PDT,+84.7312,+0.2723,+0
2013-07-01 01:06:00 PDT,+84.7312,+0.2723,+0
2013-07-01 01:07:00 PDT,+84.7312,+0.2723,+0
2013-07-01 01:08:00 PDT,+84.7312,+0.2723,+0
2013-07-01 01:09:00 PDT,+84.7312,+0.2723,+0
2013-07-01 01:10:00 PDT,+84.5398,+0.2745,+0.0002
2013-07-01 01:11:00 PDT,+84.5398,+0.2745,+0.0002
2013-07-01 01:12:00 PDT,+84.5398,+0.2745,+0.0002
2013-07-01 01:13:00 PDT,+84.5398,+0.2745,+0.0002
2013-07-01 01:14:00 PDT,+84.5398,+0.2745,+0.0002
2013-07-01 01:15:00 PDT,+84.346,+0.2765,+0.0002
2013-07-01 01:16:00 PDT,+84.346,+0.2765,+0.0002
2013-07-01 01:17:00 PDT,+84.346,+0.2765,+0.0002
2013-07-01 01:18:00 PDT,+84.346,+0.2765,+0.0002
2013-07-01 01:19:00 PDT,+84.346,+0.2765,+0.0002
2013-07-01 01:20:00 PDT,+84.1497,+0.2783,+0.0003
2013-07-01 01:21:00 PDT,+84.1497,+0.2783,+0.0003
2013-07-01 01:22:00 PDT,+84.1497,+0.2783,+0.0003
2013-07-01 01:23:00 PDT,+84.1497,+0.2783,+0.0003
2013-07-01 01:24:00 PDT,+84.1497,+0.2783,+0.0003
2013-07-01 01:25:00 PDT,+83.9509,+0.2799,+0.0004
2013-07-01 01:26:00 PDT,+83.9509,+0.2799,+0.0004
2013-07-01 01:27:00 PDT,+83.9509,+0.2799,+0.0004
2013-07-01 01:28:00 PDT,+83.9509,+0.2799,+0.0004
2013-07-01 01:29:00 PDT,+83.9509,+0.2799,+0.0004
2013-07-01 01:30:00 PDT,+83.7496,+0.2813,+0.0004
2013-07-01 01:31:00 PDT,+83.7496,+0.2813,+0.0004
2013-07-01 01:32:00 PDT,+83.7496,+0.2813,+0.0004
2013-07-01 01:33:00 PDT,+83.7496,+0.2813,+0.0004
2013-07-01 01:34:00 PDT,+83.7496,+0.2813,+0.0004
2013-07-01 01:35:00 PDT,+83.5483,+0.2826,+0.0004
2013-07-01 01:36:00 PDT,+83.5483,+0.2826,+0.0004
2013-07-01 01:37:00 PDT,+83.5483,+0.2826,+0.0004
2013-07-01 01:38:00 PDT,+83.5483,+0.2826,+0.0004
2013-07-01 01:39:00 PDT,+83.5483,+0.2826,+0.0004
2013-07-01 01:40:00 PDT,+83.3496,+0.284,+0.0004
2013-07-01 01:41:00 PDT,+83.3496,+0.284,+0.0004
2013-07-01 01:42:00 PDT,+83.3496,+0.284,+0.0004
2013-07-01 01:43:00 PDT,+83.3496,+0.284,+0.0004
2013-07-01 01:44:00 PDT,+83.3496,+0.284,+0.0004
2013-07-01 01:45:00 PDT,+83.1534,+0.2854,+0.0004
2013-07-01 01:46:00 PDT,+83.1534,+0.2854,+0.0004
2013-07-01 01:47:00 PDT,+83.1534,+0.2854,+0.0004
2013-07-01 01:48:00 PDT,+83.1534,+0.2854,+0.0004
2013-07-01 01:49:00 PDT,+83.1534,+0.2854,+0.0004
2013-07-01 01:50:00 PDT,+82.9597,+0.2869,+0.0003
2013-07-01 01:51:00 PDT,+82.9597,+0.2869,+0.0003
2013-07-01 01:52:00 PDT,+82.9597,+0.2869,+0.0003
2013-07-01 01:53:00 PDT,+82.9597,+0.2869,+0.0003
2013-07-01 01:54:00 PDT,+82.9597,+0.2869,+0.0003
2013-07-01 01:55:00 PDT,+82.7686,+0.2884,+0.0002
2013-07-01 01:56:00 PDT,+82.7686,+0.2884,+0.0002
2013-07-01 01:57:00 PDT,+82.7686,+0.2884,+0.0002
2013-07-01 01:58:00 PDT,+82.7686,+0.2884,+0.0002
2013-07-01 01:59:00 PDT,+82.7686,+0.2884,+0.0002
2013-07-01 02:00:00 PDT,+82.58,+0.29,+0
2013-07-01 02:01:00 PDT,+82.58,+0.29,+0
2013-07-01 02:02:00 PDT,+82.58,+0.29,+0
2013-07-01 02:03:00 PDT,+82.58,+0.29,+0
2013-07-01 02:04:00 PDT,+82.58,+0.29,+0
